RID,IP_repeat_group,START,DATETIME.UTC,speeder_flag,metadata_flag,DURATION,consent,Consent_2,Q1Age,Q2Gender,Q3Country,Q4Urban,Q5Ethnicity,Q8Postcode,Q6Occupation,Q7Income,Q10Insect_Species1,Q10Insect_Species2,Q10Insect_Species3,Q9Insect_Word1,Q9Insect_Word2,Q9Insect_Word3,BackgroundInfo_Check,Q11OpinionOnInsectPopulations_1,Q11OpinionOnInsectPopulations_2,Q12InsectIDQuiz_1,Q12InsectIDQuiz_2,Q12InsectIDQuiz_3,Q12InsectIDQuiz_4,Q12InsectIDQuiz_5,Q12InsectIDQuiz_6,Q12InsectIDQuiz_DV_1,Q12InsectIDQuiz_DV_2,Q12InsectIDQuiz_DV_3,Q12InsectIDQuiz_DV_4,Q12InsectIDQuiz_DV_5,Q12InsectIDQuiz_DV_6,Q12InsectIDQuizFollowUp_1,Q12InsectIDQuizFollowUp_2,CE_Info_Check,CE_Task_Plan_Check_1,CE_Task_Insect_Check_1,CE_Task_A1_Check_1,CE_Task_A2_Check_1,CE_Task_A3_Check_1,CE_Task_A4_Check_1,CE_Task_A5_Check_1,CE_ConfirmYouHaveReadDescs,CE_TasksConsequentiality_1,CE_TasksConsequentiality_2,CE_BlockAllocator,design_offset_old,design_offset,BidVectorElicitation_Randomiser,CE_1_DV,CE_2_DV,CE_3_DV,CE_4_DV,CE_5_DV,CE_6_DV,CE_7_DV,CE_8_DV,CE_9_DV,Q29CEProtest_Statements,Q29CEProtest_Other,CE_Debrief_Certain,CE_Debrief_Confident,CE_ANA_1,CE_ANA_2,CE_ANA_3,CE_ANA_4,CE_ANA_5,Biowell_Beetle1_Item1_Relaxed,Biowell_Beetle1_Item2_Joy,Biowell_Beetle1_Item3_Clear,Biowell_Beetle1_Item4_Open,Biowell_Beetle1_Item5_Connect,Biowell_Bee1_Item1_Relaxed,Biowell_Bee1_Item2_Joy,Biowell_Bee1_Item3_Clear,Biowell_Bee1_Item4_Open,Biowell_Bee1_Item5_Connect,Biowell_Wasp1_Item1_Relaxed,Biowell_Wasp1_Item2_Joy,Biowell_Wasp1_Item3_Clear,Biowell_Wasp1_Item4_Open,Biowell_Wasp1_Item5_Connect,Biowell_Beetle2_Item1_Relaxed,Biowell_Beetle2_Item2_Joy,Biowell_Beetle2_Item3_Clear,Biowell_Beetle2_Item4_Open,Biowell_Beetle2_Item5_Connect,Biowell_Bee2_Item1_Relaxed,Biowell_Bee2_Item2_Joy,Biowell_Bee2_Item3_Clear,Biowell_Bee2_Item4_Open,Biowell_Bee2_Item5_Connect,Biowell_Wasp2_Item1_Relaxed,Biowell_Wasp2_Item2_Joy,Biowell_Wasp2_Item3_Clear,Biowell_Wasp2_Item4_Open,Biowell_Wasp2_Item5_Connect,Biowell_Beetle3_Item1_Relaxed,Biowell_Beetle3_Item2_Joy,Biowell_Beetle3_Item3_Clear,Biowell_Beetle3_Item4_Open,Biowell_Beetle3_Item5_Connect,Biowell_Bee3_Item1_Relaxed,Biowell_Bee3_Item2_Joy,Biowell_Bee3_Item3_Clear,Biowell_Bee3_Item4_Open,Biowell_Bee3_Item5_Connect,Biowell_Wasp3_Item1_Relaxed,Biowell_Wasp3_Item2_Joy,Biowell_Wasp3_Item3_Clear,Biowell_Wasp3_Item4_Open,Biowell_Wasp3_Item5_Connect,Biowell_Debrief_BeetlesCertain,Biowell_Debrief_BeeCertain,Biowell_Debrief_WaspCertain,Sliding_Beetles_Encounter,Sliding_Beetles_Ecology,Sliding_Beetles_Conserved,Sliding_Beetles_Important,Sliding_Bees_Encounter,Sliding_Bees_Conserved,Sliding_Bees_Ecology,Sliding_Bees_Important,Sliding_Wasps_Encounter,Sliding_Wasps_Conserved,Sliding_Wasps_Ecology,Sliding_Wasps_Important,Visit_Child,Visit_Teen,Visit_Adult,Q41_FreqOfVisitGreenSpace_1,Q41_FreqOfVisitBlueSpace_1,Q41_WalkTimeToGreenSpace,Q41_WalkTimeToBlueSpace,Q42_Charity,Q43_Citizen,Q44_Sight,Q45_Garden,Q46_Farm,Q47_Fish,Q48_Education,QDiscounting_1,QDiscounting_2,QDiscounting_3,QDiscounting_4,QDiscounting_5,QDiscounting_6,QDiscounting_7,Q50_Understanding,FurtherComments,SurveyCompletionTime,Speeders_Survey_Threshold,Slowers_Survey_Threshold,Speeders_Survey_TestDummy,Slowers_Survey_TestDummy,Valuation_Start,Valuation_Finish,Valuation_CompletionTime,Speeders_Valuation_Threshold,Slowers_Valuation_Threshold,Speeders_Valuation_TestDummy,Slowers_Valuation_TestDummy,ClassDummy,EmployDummy_Retired,EmployDummy_Employed,IncomeMidpoints,Income_MissingDummy,AgeGroup,Dummy_HighEducation,Age_1829Dummy,Age_3044Dummy,Age_4560Dummy,Age_60Dummy,AgeGroup_Numeric,IncomeMidpoints_PlusMissing,Income_Dummy,Q5Ethnicity_Dummy,Q12InsectIDQuiz_DV_1_Dummy,Q12InsectIDQuiz_DV_2_Dummy,Q12InsectIDQuiz_DV_3_Dummy,Q12InsectIDQuiz_DV_4_Dummy,Q12InsectIDQuiz_DV_5_Dummy,Q12InsectIDQuiz_DV_6_Dummy,Q12InsectIDQuiz_Score,Q12InsectIDQuiz_DV_6_ScoreScaled,CE_ANA_None,CE_ANA_All,Protest_Labelled,Protest_True,Biowell_Beetle1_Mean,Biowell_Beetle2_Mean,Biowell_Beetle3_Mean,Biowell_Bee1_Mean,Biowell_Bee2_Mean,Biowell_Bee3_Mean,Biowell_Wasp1_Mean,Biowell_Wasp2_Mean,Biowell_Wasp3_Mean,Overall,Age_Dummy,Female_dummy,Q3Country_Wales,Q3Country_Scotland,Dummy_Speeders,Visit_Green_Never,Visit_Blue_Never,Visit_Green_Always,Visit_Blue_Always,first_switch_task,always_chose_oneMonth,always_chose_oneYear,DiscountRate,DiscountRate_TextCategory,DiscountRate_Scaled
2494,,1729545006.16999,2024-10-21T21:10:06.170Z,,,537.264,1,,49,1,3,0,1,Anonymised,4,1,Fly,Bee,Spider,Fly,Bee,Spider,1,1,1,2,3,3,5,4,2,Bee: incorrect,Beetle: incorrect,Beetle: correct,I don’t know: incorrect,Wasp: incorrect,Bee: correct,2,2,1,5,4,4,4,4,4,4,1,4,3,2,2,9,3,2,3,3,1,1,3,1,2,1,,"",63,61,2,1,2,2,1,64,61,37,59,45,62,43,56,60,58,59,55,65,57,60,67,61,56,65,60,81,58,59,68,56,44,57,43,43,45,70,36,47,60,57,57,58,46,57,56,50,64,43,56,46,79,61,62,57,62,63,34,54,55,59,57,77,63,74,37,37,44,57,2,3,1,4,0,0,0,0,1,1,7,2,1,1,1,2,1,1,64,Anonymised,537.264,449.23296,1385.13496,1,1,209.881584882736,313.211344003677,103.329759120941,123.797855987549,381.71005596161,0,1,0,0,0,500,0,45-60,0,0,0,1,0,52.5,500,0,1,0,0,1,0,0,1,2,33.33,0,0,"",1,46.8,38.2,46,44.2,35.6,45.2,40.8,53.6,48.2,44.2888888888889,1,1,1,0,1,0,0,0,0,1,FALSE,FALSE,5.26,Normal,0.00276842105263158
2296,,1729543419.83486,2024-10-21T20:43:39.835Z,,,2133.326,1,,32,1,1,1,1,Anonymised,9,8,Bettle,Cockroach,Ant,Mosquitoes,Hoysefly,Weevil,1,5,4,4,4,1,3,2,2,Wasp: correct,Wasp: correct,Ant: incorrect,Beetle: correct,Bee: correct,Bee: correct,2,4,1,5,4,5,5,5,5,5,1,4,5,1,1,0,3,1,3,2,1,3,2,3,1,3,,"",75,63,1,2,1,1,1,65,52,34,29,42,26,37,56,18,8,50,44,44,41,37,38,56,48,21,47,15,38,57,45,44,75,47,49,23,28,51,50,44,45,37,22,22,43,44,4,47,48,48,44,23,68,98,72,43,86,90,3,65,100,100,87,47,97,81,82,69,96,48,3,4,4,6,1,1,0,0,1,1,5,1,1,1,2,2,2,2,98,Anonymised,2133.326,449.23296,1385.13496,1,0,886.953982830048,1570.54924297333,683.595260143282,123.797855987549,381.71005596161,1,0,1,0,1,5000.5,0,30-44,1,0,1,0,0,37,5000.5,1,1,1,1,0,1,1,1,5,83.33,0,0,"",1,55.6,58,54.6,71,60.2,73,56.8,55.6,58,60.3111111111111,0,1,0,0,0,0,0,0,0,4,FALSE,FALSE,300,High,0.157894736842105
2466,,1729544710.89803,2024-10-21T21:05:10.898Z,,,842.58,1,,19,1,1,1,1,Anonymised,2,9,bug,spider,mosquito,bug,spider,mosquito,1,4,4,4,3,3,3,2,2,Wasp: correct,Beetle: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Bee: correct,3,4,1,5,5,5,5,5,5,5,1,4,4,2,2,9,3,2,3,2,1,1,3,1,2,1,,"",88,64,2,1,1,1,1,50,39,50,50,46,84,50,50,50,50,100,57,57,53,50,54,22,50,50,53,56,11,50,50,50,54,14,56,50,50,50,27,50,50,48,50,11,49,50,50,50,10,50,54,50,66,82,93,18,52,69,18,74,81,75,20,59,62,60,25,79,75,64,4,3,2,3,1,1,0,0,1,1,4,1,1,1,1,2,2,2,83,Anonymised,842.58,449.23296,1385.13496,1,1,223.718908071518,426.340548038483,202.621639966965,123.797855987549,381.71005596161,1,1,0,0,0,6001,0,18-29,0,1,0,0,0,23.5,6001,1,1,1,0,1,1,1,1,5,83.33,0,0,"",1,53,54.2,55,43.2,56.6,58,36.6,55.2,57.2,52.1111111111111,0,1,0,0,0,0,0,0,0,5,FALSE,FALSE,700,High,0.368421052631579
2260,,1729543283.51036,2024-10-21T20:41:23.510Z,,,2276.015,1,,42,2,1,1,1,Anonymised,6,4,Beetle,Fly,Ladybird,Creepy,Crawley,Weird,1,5,5,1,1,3,3,2,4,Ant: incorrect,Ant: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,5,4,1,2,4,4,4,4,4,4,1,3,4,2,2,9,1,3,3,3,3,3,3,1,2,3,,"",50,50,2,2,2,2,1,74,52,25,63,65,58,56,62,60,73,58,68,74,74,58,62,38,40,56,60,36,46,58,59,57,62,48,59,50,64,45,40,37,37,39,37,38,40,41,44,41,37,38,38,47,63,61,63,67,28,61,68,65,67,63,28,69,40,31,70,76,80,84,4,1,3,6,1,1,1,1,1,1,3,1,1,1,1,1,2,2,84,Anonymised,2276.015,449.23296,1385.13496,1,0,553.467339992523,1190.79123711586,637.323897123337,123.797855987549,381.71005596161,1,0,1,0,1,2250.5,0,30-44,0,0,1,0,0,37,2250.5,0,1,0,0,1,1,1,0,3,50,0,0,"",1,44.2,48.8,60.4,38.2,48.8,60,33.6,43.4,59.8,48.5777777777778,0,0,0,0,0,0,1,0,0,6,FALSE,FALSE,1900,High,1
2252,,1729543211.64121,2024-10-21T20:40:11.641Z,,,2348.191,1,,30,2,1,1,1,Anonymised,8,9,Butterfly,Ant,Beetle,Ant,Beetle,Butterfly,1,4,5,1,4,3,3,4,4,Ant: incorrect,Wasp: correct,Beetle: correct,Beetle: correct,Wasp: incorrect,Wasp: incorrect,5,4,1,4,4,4,5,5,4,5,1,5,4,2,2,9,2,1,2,2,2,2,2,2,1,1,,"",75,73,1,2,1,1,1,75,77,77,91,73,87,89,83,91,85,73,84,82,91,87,77,81,82,81,86,72,78,87,92,94,71,79,78,87,87,25,34,67,31,76,86,81,73,85,77,70,76,75,77,77,70,74,77,81,81,89,78,81,71,64,72,66,63,65,66,78,71,81,4,3,3,4,0,0,1,0,0,0,5,1,1,1,1,1,2,2,100,Anonymised,2348.191,449.23296,1385.13496,1,0,773.389684915543,1315.71367001534,542.323985099797,123.797855987549,381.71005596161,1,0,1,0,1,6001,0,30-44,1,0,1,0,0,37,6001,1,1,0,1,1,1,0,0,3,50,0,0,"",1,21.4,18.6,53.4,13,15.4,19.6,16.6,19.6,25,22.5111111111111,0,0,0,0,0,0,0,0,0,6,FALSE,FALSE,1900,High,1
2423,,1729544418.69589,2024-10-21T21:00:18.696Z,,,1145.938,1,,62,1,1,1,1,Anonymised,5,8,spider,fly,ant,spider,ant,fly,1,5,5,1,5,3,3,2,2,Ant: incorrect,I don’t know: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Bee: correct,5,2,1,5,4,4,4,5,5,5,1,4,4,2,2,9,1,2,2,2,1,1,2,1,2,1,,"",69,68,2,1,1,1,1,38,54,37,40,31,56,31,40,39,34,62,27,30,49,24,26,27,29,32,22,18,22,32,25,8,17,29,26,27,16,6,12,20,20,7,4,12,23,22,6,7,10,27,19,9,12,8,4,7,84,100,8,82,100,100,5,28,100,80,8,100,100,97,6,4,1,5,1,1,1,0,1,1,4,1,2,2,2,2,2,2,93,Anonymised,1145.938,449.23296,1385.13496,1,1,246.200346946716,713.26553106308,467.065184116364,123.797855987549,381.71005596161,1,0,0,0,1,5000.5,0,60+,0,0,0,0,1,60,5000.5,1,1,0,0,1,1,1,1,4,66.67,0,0,"",1,60,72.8,87,60,79,86.6,61.6,77,85.6,74.4,1,1,0,0,0,0,0,0,0,2,FALSE,FALSE,33.33,Normal,0.0175421052631579
2280,,1729543346.64926,2024-10-21T20:42:26.649Z,,,2224.723,1,,41,2,1,1,1,Anonymised,9,9,Ant,Mosquito,Pest,Malaria,Beans,Wastage,1,2,5,1,4,3,4,2,5,Ant: incorrect,Wasp: correct,Beetle: correct,Wasp: incorrect,Bee: correct,I don’t know: incorrect,4,5,1,4,3,5,4,4,4,4,1,5,5,2,2,9,2,2,2,2,2,2,3,3,3,2,,"",100,100,1,2,1,1,1,30,61,31,38,76,77,71,78,67,26,75,63,72,75,72,30,35,25,25,20,25,0,0,19,14,33,21,19,18,28,28,14,23,21,19,20,15,21,23,24,15,16,22,16,29,100,100,94,23,78,76,23,24,100,100,0,10,77,81,23,90,85,92,4,3,3,4,1,0,1,0,1,0,6,1,1,1,1,1,1,2,100,Anonymised,2224.723,449.23296,1385.13496,1,0,490.614618062973,1432.32286906242,941.708250999447,123.797855987549,381.71005596161,1,0,1,0,1,6001,0,30-44,1,0,1,0,0,37,6001,1,1,0,1,1,0,1,0,3,50,0,0,"",1,52.8,73,79,36.2,88.4,79.4,28.6,76.2,80.4,66,0,0,0,0,0,0,0,0,0,7,FALSE,FALSE,0,AlwaysTomorrow,0
2469,,1729544727.10969,2024-10-21T21:05:27.110Z,,,861.077,1,,47,1,1,1,1,Anonymised,8,5,spider,stick insect,ant,legs,creepy,crawly,1,4,4,4,4,3,3,2,2,Wasp: correct,Wasp: correct,Beetle: correct,Beetle: correct,Bee: correct,Bee: correct,2,4,1,5,5,5,5,5,5,5,1,1,5,1,1,0,1,1,3,2,3,3,3,3,1,3,,"",31,15,1,2,2,2,1,88,85,80,84,100,57,48,34,40,42,99,99,99,39,72,100,65,50,55,49,55,40,37,50,38,100,100,100,54,68,57,45,38,43,43,41,36,36,27,38,59,44,40,45,44,78,84,100,16,0,67,20,35,70,23,19,30,63,1,22,73,38,35,4,4,1,1,1,1,1,0,1,1,5,1,2,2,2,2,2,2,100,Anonymised,861.077,449.23296,1385.13496,1,1,245.857242107391,408.883353948593,163.026111841202,123.797855987549,381.71005596161,1,1,1,0,1,2750.5,0,45-60,1,0,0,1,0,52.5,2750.5,0,1,1,1,1,1,1,1,6,100,0,0,"",1,12.6,36.2,54.8,55.8,56,64.4,18.4,15.6,53.6,40.8222222222222,1,1,0,0,0,0,0,0,0,2,FALSE,FALSE,33.33,Normal,0.0175421052631579
2425,,1729544439.74795,2024-10-21T21:00:39.748Z,,,1150.491,1,,49,2,1,0,1,Anonymised,7,3,Cricket,Stag beetle,Mantis,Spider,Mantis,Beetle,1,5,4,4,3,3,3,2,2,Wasp: correct,Beetle: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Bee: correct,2,2,1,5,5,5,5,5,5,5,1,5,5,1,1,0,3,1,1,2,1,2,1,1,1,2,,"",97,93,1,1,1,1,1,24,0,3,18,2,14,0,7,20,0,42,49,39,30,0,22,12,19,16,0,19,11,19,26,0,22,43,19,45,0,2,0,0,14,0,0,0,0,0,0,20,18,18,34,0,100,100,100,34,83,100,28,29,100,100,0,34,100,88,14,100,100,80,5,5,1,2,1,1,0,0,1,1,5,1,2,2,2,2,2,2,100,Anonymised,1150.491,449.23296,1385.13496,1,1,273.297295808792,680.152894973755,406.855599164963,123.797855987549,381.71005596161,1,0,1,0,1,1750.5,0,45-60,1,0,0,1,0,52.5,1750.5,0,1,1,0,1,1,1,1,5,83.33,0,1,"",1,90.6,86.2,96.8,91.8,85,100,68,74.2,82,86.0666666666667,1,0,0,0,0,0,0,0,0,2,FALSE,FALSE,33.33,Normal,0.0175421052631579
2470,,1729544774.28499,2024-10-21T21:06:14.285Z,,,823.539,1,,58,1,1,0,1,Anonymised,7,10,Ant,Fly,Bee,Buzz,Annoying,Sting,1,5,3,1,5,3,3,2,4,Ant: incorrect,I don’t know: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,4,3,1,4,5,5,5,5,5,5,1,5,5,1,1,0,3,3,3,2,3,3,3,1,1,3,,"",67,71,1,1,1,1,1,72,58,26,55,98,21,26,26,50,29,90,60,43,47,66,57,52,45,34,57,24,29,31,50,50,62,50,50,56,50,50,50,50,50,46,19,26,29,50,57,57,50,50,50,50,66,79,78,23,50,59,54,62,84,73,56,59,60,57,50,88,84,98,6,3,2,3,1,1,1,0,1,1,4,1,2,2,2,2,2,2,78,Anonymised,823.539,449.23296,1385.13496,1,1,207.123008012772,474.519446849823,267.396438837051,123.797855987549,381.71005596161,1,1,1,0,1,,1,45-60,0,0,0,1,0,52.5,3.58199149151273,0,1,0,0,1,1,1,0,3,50,0,1,"",1,38.2,51,50.8,69.6,63.2,63.8,38.8,46.4,48.6,52.2666666666667,1,1,0,0,0,0,0,0,0,2,FALSE,FALSE,33.33,Normal,0.0175421052631579
2460,,1729544698.51111,2024-10-21T21:04:58.511Z,,,928.069,1,,53,1,1,0,1,Anonymised,7,5,Bee,Fly,Spider,Happy,Interest,Pleased,1,5,4,1,5,3,3,2,4,Ant: incorrect,I don’t know: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,4,4,1,4,5,5,5,5,5,5,1,5,5,2,2,9,2,1,2,1,2,2,1,1,1,2,,"",84,82,1,1,1,1,1,10,3,8,6,7,3,7,3,4,10,29,31,36,33,29,7,9,5,4,7,8,7,5,4,2,33,8,3,3,1,4,3,1,3,0,3,6,3,3,3,4,9,3,4,2,100,99,100,82,99,99,3,98,99,100,5,98,99,99,10,99,99,97,5,4,5,5,0,1,1,0,1,0,5,2,2,2,2,2,2,2,99,Anonymised,928.069,449.23296,1385.13496,1,1,233.223830938339,578.703616857529,345.47978591919,123.797855987549,381.71005596161,1,1,1,0,1,2750.5,0,45-60,1,0,0,1,0,52.5,2750.5,0,1,0,0,1,1,1,0,3,50,0,1,"",1,93.2,93.6,97.8,94.6,94.8,96.4,68.4,90.4,95.6,91.6444444444445,1,1,0,0,0,0,0,0,0,1,FALSE,TRUE,0,AlwaysTomorrow,0
2284,,1729543365.74448,2024-10-21T20:42:45.744Z,,,2273.386,1,,31,2,1,1,15,Anonymised,9,8,Grasshopper,Butterfly,Cockroach,Ecology,Poisonous,Bite,1,5,5,4,5,3,3,2,5,Wasp: correct,I don’t know: incorrect,Beetle: correct,Beetle: correct,Bee: correct,I don’t know: incorrect,5,4,1,5,5,5,5,5,5,5,1,4,4,2,2,9,3,3,2,1,1,3,3,2,3,1,,"",91,78,1,1,1,1,1,58,32,17,32,28,80,56,62,65,33,80,67,59,58,36,53,39,25,33,28,64,41,26,36,34,29,36,35,32,33,42,35,27,31,18,34,30,31,22,17,27,32,29,29,16,70,74,72,65,65,56,28,34,100,90,0,65,60,58,21,78,100,70,4,5,3,2,1,1,1,1,1,0,5,1,1,2,2,2,2,2,81,Anonymised,2273.386,449.23296,1385.13496,1,0,602.437199115753,1269.67483711243,667.237637996677,123.797855987549,381.71005596161,1,0,1,0,1,5000.5,0,30-44,1,0,1,0,0,37,5000.5,1,0,1,0,1,1,1,0,4,66.67,0,1,"",1,66.6,64.4,69.4,40.8,59.8,73.2,40,67,73.4,61.6222222222222,0,0,0,0,0,0,0,0,0,3,FALSE,FALSE,100,High,0.0526315789473684
2489,,1729544979.6266,2024-10-21T21:09:39.627Z,,,677.897,1,,45,2,1,0,1,Anonymised,8,7,Ant,Bee,Wasp,Ant,Bee,Wasp,1,5,4,4,3,3,3,2,2,Wasp: correct,Beetle: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Bee: correct,4,4,1,5,5,5,4,4,5,4,1,5,4,1,1,0,3,3,2,3,3,3,1,3,3,2,,"",82,82,1,1,1,1,1,26,84,24,26,71,24,50,25,28,59,71,88,66,72,74,65,74,55,78,70,30,27,28,29,33,72,81,87,70,68,29,14,25,29,29,22,18,18,23,23,25,20,7,28,26,78,76,58,63,72,63,81,75,85,72,70,77,18,24,82,68,79,82,6,5,5,5,0,1,1,0,1,1,3,1,1,2,2,2,2,2,79,Anonymised,677.897,449.23296,1385.13496,1,1,166.73320889473,363.483246088028,196.750037193298,123.797855987549,381.71005596161,1,1,1,0,1,3750.5,0,45-60,0,0,0,1,0,52.5,3750.5,1,1,1,0,1,1,1,1,5,83.33,0,1,"",1,53.8,31.6,74.8,62.8,70.6,79.2,25.8,24.4,78.8,55.7555555555556,0,0,0,0,0,0,0,0,0,3,FALSE,FALSE,100,High,0.0526315789473684
2162,,1729542696.11001,2024-10-21T20:31:36.110Z,,,2970.762,1,,61,1,1,1,1,Anonymised,10,4,beetle,spider,fly,creepy,buzzing,creatures,1,4,2,1,5,3,3,4,4,Ant: incorrect,I don’t know: incorrect,Beetle: correct,Beetle: correct,Wasp: incorrect,Wasp: incorrect,4,2,1,4,5,5,5,5,5,5,1,4,4,1,1,0,1,1,2,1,3,2,1,3,1,2,,"",36,52,1,1,1,1,1,20,34,23,36,22,40,41,42,42,36,58,46,28,43,21,10,20,28,28,34,26,25,22,22,15,58,34,16,32,23,1,1,1,1,1,1,5,8,8,8,58,38,23,28,17,58,69,56,1,55,68,0,66,92,94,1,16,60,29,15,98,55,59,4,3,4,5,1,1,0,0,1,1,4,1,1,1,1,1,2,1,100,Anonymised,2970.762,449.23296,1385.13496,1,0,1343.38547897339,1941.88079714775,598.49531817436,123.797855987549,381.71005596161,1,0,1,0,1,2250.5,0,60+,0,0,0,0,1,60,2250.5,0,1,0,0,1,1,0,0,2,33.33,0,1,"",1,73,76,99,59.8,78,94,60.8,67.4,67.2,75.0222222222222,1,1,0,0,0,0,0,0,0,6,FALSE,FALSE,1900,High,1
2438,,1729544526.92618,2024-10-21T21:02:06.926Z,,,1141.386,1,,72,2,3,1,1,Anonymised,8,7,spider,bee,grasshopper,diverse,interesting,beneficial,1,5,4,5,3,3,3,2,2,I don’t know: incorrect,Beetle: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Bee: correct,4,4,1,5,5,5,5,5,5,5,1,5,5,1,1,0,2,2,1,1,1,2,2,1,1,2,,"",90,100,1,1,1,1,1,5,18,14,16,1,12,4,7,4,1,14,7,10,5,0,10,9,11,4,0,5,3,6,7,1,11,7,8,8,0,3,1,7,6,0,1,2,3,3,0,4,3,6,3,0,97,99,97,73,94,99,2,98,99,97,0,81,98,98,1,97,96,89,6,4,2,4,0,0,1,0,1,1,5,2,2,2,2,2,2,2,95,Anonymised,1141.386,449.23296,1385.13496,1,1,319.321293115616,655.576073169708,336.254780054092,123.797855987549,381.71005596161,1,1,1,0,1,3750.5,0,60+,1,0,0,0,1,60,3750.5,1,1,0,0,1,1,1,1,4,66.67,0,1,"",1,89.2,93.2,96.6,94.4,95.6,98.2,92.8,93.2,96.8,94.4444444444444,1,0,1,0,0,0,0,0,0,1,FALSE,TRUE,0,AlwaysTomorrow,0
2429,,1729544457.32475,2024-10-21T21:00:57.325Z,,,1234.397,1,,69,2,1,0,1,Anonymised,3,6,Spider,Slug,Worm,Small,Creepy,Invasive,1,5,4,4,3,3,3,2,2,Wasp: correct,Beetle: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Bee: correct,2,4,1,4,4,4,4,4,4,5,1,4,5,1,1,0,3,3,3,1,3,3,1,1,1,3,,"",41,63,1,2,1,1,1,64,62,36,60,76,18,21,19,22,25,100,74,73,82,93,71,60,64,68,79,13,12,9,16,19,89,66,76,55,79,51,55,53,59,50,0,0,0,0,0,76,61,64,57,59,84,91,100,25,24,53,50,100,100,99,14,83,62,68,60,100,99,100,5,3,1,5,1,1,1,0,1,1,2,1,1,1,2,2,2,2,68,Anonymised,1234.397,449.23296,1385.13496,1,1,337.077423095703,701.532469034195,364.455045938492,123.797855987549,381.71005596161,1,1,0,1,0,3250.5,0,60+,0,0,0,0,1,60,3250.5,1,1,1,0,1,1,1,1,5,83.33,0,0,"",1,40.4,31.6,46.4,79,86.2,100,15.6,27,36.6,51.4222222222222,1,0,0,0,0,0,0,0,0,4,FALSE,FALSE,300,High,0.157894736842105
2475,,1729544892.02,2024-10-21T21:08:12.020Z,,,825.316,1,,57,2,1,1,1,Anonymised,8,8,Ant,Ant,Ant,Creepy,Scared,Unlikeable,1,4,4,2,2,3,3,2,4,Bee: incorrect,Bee: incorrect,Beetle: correct,Beetle: correct,Bee: correct,Wasp: incorrect,4,4,1,4,4,4,4,4,4,4,1,4,4,2,2,9,1,2,2,1,1,2,1,1,1,1,,"",71,81,1,1,1,1,1,57,50,50,32,50,27,30,33,40,28,27,33,31,27,31,32,28,32,32,31,27,21,28,34,30,31,31,33,33,32,31,27,25,27,30,26,25,26,30,26,29,28,29,33,32,29,34,30,30,33,28,29,62,73,58,28,34,59,50,50,76,80,81,6,4,1,4,1,1,1,1,1,1,5,1,1,2,2,2,2,2,71,Anonymised,825.316,449.23296,1385.13496,1,1,219.853965044022,480.463460922241,260.609495878219,123.797855987549,381.71005596161,1,1,1,0,1,5000.5,0,45-60,1,0,0,1,0,52.5,5000.5,1,1,0,0,1,1,1,0,3,50,0,1,"",1,52.2,69,72,68.4,72,73.4,70.2,68,69.8,68.3333333333333,1,0,0,0,0,0,0,0,0,3,FALSE,FALSE,100,High,0.0526315789473684
2155,,1729542574.49858,2024-10-21T20:29:34.499Z,,,3144.535,1,,38,2,1,1,15,Anonymised,9,8,Fly,Bee,Wasp,Unique,Adaptable,Movement,1,5,5,4,3,3,1,2,4,Wasp: correct,Beetle: incorrect,Beetle: correct,Ant: incorrect,Bee: correct,Wasp: incorrect,1,1,1,5,5,5,5,5,5,5,1,5,5,1,1,0,1,2,2,2,2,1,2,2,2,1,,"",100,100,1,1,1,1,1,0,6,1,6,10,68,14,45,67,34,55,23,16,97,18,100,33,43,17,33,94,37,42,74,19,40,35,34,36,23,5,32,8,4,3,90,1,17,14,33,100,0,28,25,17,95,94,84,24,96,96,1,38,96,93,15,99,100,99,4,93,93,72,6,5,2,3,0,1,1,0,1,1,6,1,1,1,2,2,2,2,100,Anonymised,3144.535,449.23296,1385.13496,1,0,401.311600923538,1238.6402361393,837.328635215762,123.797855987549,381.71005596161,1,0,1,0,1,5000.5,0,30-44,1,0,1,0,0,37,5000.5,1,0,1,0,1,0,1,0,3,50,0,1,"",1,95.4,54.8,89.6,54.4,46.8,69,58.2,66.4,66,66.7333333333333,0,0,0,0,0,0,0,0,0,4,FALSE,FALSE,300,High,0.157894736842105
